                           TxHash                                 TxIx        Amount
8a21dd1a8f134d1a20d9654068f3ed0f540df14d093a2ac56a1cbc46a82abc3d     0        3000000 lovelace + 9223372036843358888 35fc33784e3b5524c4533c4fac7473debfd2a10adb7ed2f000106b2b.41474958745f69555344745f54656464795f4c71 + 1 d8ddde6d8ca9725883cfe3016eaf2cc4968bfe117ebb9edbd8eef233.41474958745f69555344745f54656464795f4e6674 + 308843809631 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.4147495874 + 1061715948353 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\216\221\222m\140\169rX\131\207\227\SOHn\175,\196\150\139\254\DC1~\187\158\219\216\238\242\&3",ScriptDataBytes "AGIXt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "AGIXt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "5\252\&3xN;U$\196S<O\172ts\222\191\210\161\n\219~\210\240\NUL\DLEk+",ScriptDataBytes "AGIXt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
8efd5c2c2102def5e296b57bd6532fdbf329fb9abdfb090f75720e393407fc71     0        3000000 lovelace + 9223372036843917035 1403338ba30222dccfc0ba103fb7e745e90007d68d388f0797fce652.4e5458745f69555344745f54656464795f4c71 + 1 18f8fbc4b38bb87b953fb47a5a33c2ee41d298af69f7cc5838b0baf7.4e5458745f69555344745f54656464795f4e6674 + 383654165551 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.4e545874 + 772319105802 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\CAN\248\251\196\179\139\184{\149?\180zZ3\194\238A\210\152\175i\247\204X8\176\186\247",ScriptDataBytes "NTXt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "NTXt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\DC4\ETX3\139\163\STX\"\220\207\192\186\DLE?\183\231E\233\NUL\a\214\141\&8\143\a\151\252\230R",ScriptDataBytes "NTXt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
9b6444743e19efd450335cf288dcd95d3c743eed4c3a1380f1399d8fc126db87     0        3000000 lovelace + 1 5357297d3703a0b058ea96197fc864ebda8b8ce574127d8a3a0216aa.5041564941745f69555344745f54656464795f4e6674 + 9223372036844263607 a9d44fda1852edd4f78e6673e8010780fd4a85f1d1968839ceaca532.5041564941745f69555344745f54656464795f4c71 + 383819572445 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.504156494174 + 723082141648 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "SW)}7\ETX\160\176X\234\150\EM\DEL\200d\235\218\139\140\229t\DC2}\138:\STX\SYN\170",ScriptDataBytes "PAVIAt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "PAVIAt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\169\212O\218\CANR\237\212\247\142fs\232\SOH\a\128\253J\133\241\209\150\136\&9\206\172\165\&2",ScriptDataBytes "PAVIAt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
9f4dded53fc3fda50f0ff1c9253d694c14acd5e6032c0a592752082913c07806     0        3000000 lovelace + 1 032e2450a9e04899864acd1c82af04832588634f8b6cdd67ca8c0bd1.534f4349455459745f69555344745f54656464795f4e6674 + 9223372036844227673 4d608402ca0c19a5cb0fdc7be300591738e1f8b453975b1050e4393c.534f4349455459745f69555344745f54656464795f4c71 + 294056270241 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.534f434945545974 + 951400778775 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\ETX.$P\169\224H\153\134J\205\FS\130\175\EOT\131%\136cO\139l\221g\202\140\v\209",ScriptDataBytes "SOCIETYt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "SOCIETYt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "M`\132\STX\202\f\EM\165\203\SI\220{\227\NULY\ETB8\225\248\180S\151[\DLEP\228\&9<",ScriptDataBytes "SOCIETYt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
a2c3d02cdc161d45f33dc000cf53bc7d2e8524a294106f94a343c8c1b1876d2d     0        3000000 lovelace + 1 73a208465a2f8c53684f533e71cd240d6629fdad1e1d46cf7cbda558.454d50745f69555344745f54656464795f4e6674 + 9223372036843908697 d2ed80a0c86174be76599e81a470a149eabb2fe6af47e3649ae44a47.454d50745f69555344745f54656464795f4c71 + 387427781333 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.454d5074 + 765571880489 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "s\162\bFZ/\140ShOS>q\205$\rf)\253\173\RS\GSF\207|\189\165X",ScriptDataBytes "EMPt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "EMPt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\210\237\128\160\200at\190vY\158\129\164p\161I\234\187/\230\175G\227d\154\228JG",ScriptDataBytes "EMPt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
a66212c8357af620461f398312b6031a52496b59a0e9e4edebde98b967259b92     0        1085578904520 lovelace + 9223371605631265534 44e578f4b33a3c3c720471ef53a9d0525dabec3d5f8b8dc38d99a1ac.444a4544745f54656464795f4c71 + 1 4da355fb42a35212affb4d59cc978728f986c000312e137162c0dbc1.444a4544745f54656464795f4e6674 + 1927562914517 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.444a454474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "M\163U\251B\163R\DC2\175\251MY\204\151\135(\249\134\192\NUL1.\DC3qb\192\219\193",ScriptDataBytes "DJEDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "DJEDt"],ScriptDataConstructor 0 [ScriptDataBytes "",ScriptDataBytes ""],ScriptDataConstructor 0 [ScriptDataBytes "D\229x\244\179:<<r\EOTq\239S\169\208R]\171\236=_\139\141\195\141\153\161\172",ScriptDataBytes "DJEDt_Teddy_Lq"],ScriptDataNumber 995])
ab81044c871b6b7721b884c1db43b48bdfb12e4fa2a064d9a83c007417bf843a     2        10000000 lovelace + 1 778ec702e97a472d3989421a38a364d6ac15005f73455504a201ba51.574d54745f54656464795f4e6674 + 9223372036844775807 a8fa0499597969a8512558c8fa054bac5232012c297a4f1e13d780e1.574d54745f54656464795f4c71 + 100000000 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.574d5474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "*D\188\v\193pi\198j\187\212\170\153\144\&2R\251\EM\167\206\234\241\185;/Zk\209",ScriptDataBytes "MINt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "MINt"],ScriptDataConstructor 0 [ScriptDataBytes "",ScriptDataBytes ""],ScriptDataConstructor 0 [ScriptDataBytes "\a3\166\129d\219\EM\186H\241@m\240\EOT,=T.\147\214\SOH%\146{R\218K\221",ScriptDataBytes "MINt_Teddy_Lq"],ScriptDataNumber 995])
ab81044c871b6b7721b884c1db43b48bdfb12e4fa2a064d9a83c007417bf843a     3        10000000 lovelace + 1 19268e51d5ac821dcb4f2b3fdc6f12fa699ea2dadf17a978ec7e3613.4c51745f54656464795f4e6674 + 9223372036844775807 818d71094b79faa8dfe18fb8196dc00d9a19e57b9cb352273edd6fad.4c51745f54656464795f4c71 + 100000000 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.4c5174 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "w\142\199\STX\233zG-9\137B\SUB8\163d\214\172\NAK\NUL_sEU\EOT\162\SOH\186Q",ScriptDataBytes "WMTt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "WMTt"],ScriptDataConstructor 0 [ScriptDataBytes "",ScriptDataBytes ""],ScriptDataConstructor 0 [ScriptDataBytes "\168\250\EOT\153Yyi\168Q%X\200\250\ENQK\172R2\SOH,)zO\RS\DC3\215\128\225",ScriptDataBytes "WMTt_Teddy_Lq"],ScriptDataNumber 995])
ab81044c871b6b7721b884c1db43b48bdfb12e4fa2a064d9a83c007417bf843a     4        10000000 lovelace + 9223372036844775807 0733a68164db19ba48f1406df0042c3d542e93d60125927b52da4bdd.4d494e745f54656464795f4c71 + 1 2a44bc0bc17069c66abbd4aa99903252fb19a7ceeaf1b93b2f5a6bd1.4d494e745f54656464795f4e6674 + 100000000 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.4d494e74 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "w\142\199\STX\233zG-9\137B\SUB8\163d\214\172\NAK\NUL_sEU\EOT\162\SOH\186Q",ScriptDataBytes "WMTt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "WMTt"],ScriptDataConstructor 0 [ScriptDataBytes "",ScriptDataBytes ""],ScriptDataConstructor 0 [ScriptDataBytes "\168\250\EOT\153Yyi\168Q%X\200\250\ENQK\172R2\SOH,)zO\RS\DC3\215\128\225",ScriptDataBytes "WMTt_Teddy_Lq"],ScriptDataNumber 995])
c66facb9c22919faa1dc8b6db228019f35dfccb39a3c0f1c2b8a8fced28b106f     0        3000000 lovelace + 1 210e25cb9ad222a09b6fe972dd91b1a1cefcaf1db938552af9ab964c.4d494c4b745f69555344745f54656464795f4e6674 + 9223372036844421579 34ce3f893af925b1efd57f7d257071330753653ab32145d754967a85.4d494c4b745f69555344745f54656464795f4c71 + 309242855526 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.4d494c4b74 + 871550361136 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "!\SO%\203\154\210\"\160\155o\233r\221\145\177\161\206\252\175\GS\185\&8U*\249\171\150L",ScriptDataBytes "MILKt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "MILKt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "4\206?\137:\249%\177\239\213\DEL}%pq3\aSe:\179!E\215T\150z\133",ScriptDataBytes "MILKt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
c7825b1bbd0a645dcaf69195d553cbb6e421ffacb694b40a86acd2e9fa77aab6     0        3000000 lovelace + 1 28c237f09c29fdd502175e9d28a5058902d136066a201509dff315ec.494147745f69555344745f54656464795f4e6674 + 9223372036843948659 5a3232b2c3d362565d834a442c841bd2904464afb2d9b15add27932c.494147745f69555344745f54656464795f4c71 + 411267830279 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.49414774 + 715919693442 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "(\194\&7\240\156)\253\213\STX\ETB^\157(\165\ENQ\137\STX\209\&6\ACKj \NAK\t\223\243\NAK\236",ScriptDataBytes "IAGt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "IAGt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "Z22\178\195\211bV]\131JD,\132\ESC\210\144Dd\175\178\217\177Z\221'\147,",ScriptDataBytes "IAGt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
cc073445027af4a899ba78ab1a48174ba3c15cf828b999227dacaca0ddf0e51a     0        3000000 lovelace + 9223372036844179420 1e5a38040a0b0232e5e70553be008310cfb9ee8927e73705bbd3507d.634e455441745f69555344745f54656464795f4c71 + 1 342922e4eb7a0ae85faec383f70120cd885b84c2ab40393b6ec4066f.634e455441745f69555344745f54656464795f4e6674 + 380264439744 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.634e45544174 + 742568188072 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "4)\"\228\235z\n\232_\174\195\131\247\SOH \205\136[\132\194\171@9;n\196\ACKo",ScriptDataBytes "cNETAt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "cNETAt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\RSZ8\EOT\n\v\STX2\229\231\ENQS\190\NUL\131\DLE\207\185\238\137'\231\&7\ENQ\187\211P}",ScriptDataBytes "cNETAt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
ce15d10df3b12684623fe7c8e4ee2a466f203836b7b4badd4f6c275ccb795c61     0        104000000 lovelace + 43034914 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.5445445974 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\179\185A\157p\bh=f\167\164\145\207\240\131\177\224v\163\213>\161\167\226\&63\SI\DC2",ScriptDataBytes "TEDYt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "TEDYt"],ScriptDataConstructor 0 [ScriptDataBytes "",ScriptDataBytes ""],ScriptDataConstructor 0 [ScriptDataBytes "\164\219\ESCY7\167\RS\227\&94\242\241\&7\FS\158\245O\222\220\242\207\171D\161~\221\207\171",ScriptDataBytes "TEDYt_Teddy_Lq"],ScriptDataNumber 2000000,ScriptDataBytes "\197Q6WAV[p\128\133l\170\145\ACK{\245\194\218\138b\246\206|\170\DLE\247\155\151",ScriptDataConstructor 0 [ScriptDataBytes "\141\US\201\249\176-\229O\EOT\174P>\173\149\208\a\215\192l0H{\SI\144\201\STX\142."],ScriptDataNumber 2000000])
d0d0836e1d89a5ab6bf8727dab210c9c7e9aac089fccc33d7bdfee5521029b76     0        3000000 lovelace + 9223372036844767230 9de433d9b579c59e415b101b2650c708cd0f674f56b4b57547d01307.484f534b59745f69555344745f54656464795f4c71 + 1 a84f7d25fbb818afa597b8b4455cc8e542bfed8fbde57e0029fbc557.484f534b59745f69555344745f54656464795f4e6674 + 493706771013091 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.484f534b5974 + 507300366435869 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\168O}%\251\184\CAN\175\165\151\184\180E\\\200\229B\191\237\143\189\229~\NUL)\251\197W",ScriptDataBytes "HOSKYt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "HOSKYt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\157\228\&3\217\181y\197\158A[\DLE\ESC&P\199\b\205\SIgOV\180\181uG\208\DC3\a",ScriptDataBytes "HOSKYt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
df737012c80b4deb30ca947f27823ed309eef72fa4e887e0a70bab80bf5ce8e9     0        3000000 lovelace + 1 26fe6ce8dcddaaad1ee1e79b9c5b2dacbed14b02278ff924fef4298d.4d494e745f69555344745f54656464795f4e6674 + 9223372024285729497 c0bd4d0ae802dbb5a8cbdac049d86231a29098d6ca7ca53a6453eebe.4d494e745f69555344745f54656464795f4c71 + 387029889688 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.4d494e74 + 1025486397505 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "&\254l\232\220\221\170\173\RS\225\231\155\156[-\172\190\209K\STX'\143\249$\254\244)\141",ScriptDataBytes "MINt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "MINt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\192\189M\n\232\STX\219\181\168\203\218\192I\216b1\162\144\152\214\202|\165:dS\238\190",ScriptDataBytes "MINt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
e56363495a8930b72fd301362288055b57ee77ce5ebf7ec15f3bfdb01f1e665a     0        3000000 lovelace + 1 8b20d711e933f9f55d2829802d340f53158830fe122738422381fec1.56594649745f69555344745f54656464795f4e6674 + 9223372036844266838 caecb8f3da11617a0a88dfa33e9e4ee30d66af86897cd63ef80808ed.56594649745f69555344745f54656464795f4c71 + 391840463561 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.5659464974 + 708666234471 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\139 \215\DC1\233\&3\249\245]()\128-4\SIS\NAK\136\&0\254\DC2'8B#\129\254\193",ScriptDataBytes "VYFIt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "VYFIt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\202\236\184\243\218\DC1az\n\136\223\163>\158N\227\rf\175\134\137|\214>\248\b\b\237",ScriptDataBytes "VYFIt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
f04a9ee42548a0d92d3b7feb952f6f7aa68a587ebf6db44ab75d10cadcd4c93c     0        3000000 lovelace + 9223372036844115188 c98f733101130c89d3319cc589ad22c26e09f6bbedfe52b444dd2c9e.4e4d4b52745f69555344745f54656464795f4c71 + 1 ed8de0d96899c1ff6db86717d8d3fca8057a5f5c97e0b9f69fd656bd.4e4d4b52745f69555344745f54656464795f4e6674 + 373847487062 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.4e4d4b5274 + 763785997678 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\237\141\224\217h\153\193\255m\184g\ETB\216\211\252\168\ENQz_\\\151\224\185\246\159\214V\189",ScriptDataBytes "NMKRt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "NMKRt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\201\143s1\SOH\DC3\f\137\211\&1\156\197\137\173\"\194n\t\246\187\237\254R\180D\221,\158",ScriptDataBytes "NMKRt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
f8bc392f9ed8992b3169761a046bc80a3311e0b05de0eaa5647638815cdd4973     0        3000000 lovelace + 1 7e20008a082d14f12909849fcfb74dee782bfb6f726c47ee1ff5ac9c.53554e444145745f69555344745f54656464795f4e6674 + 357235500817 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.53554e44414574 + 785944383871 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + 9223372036844203481 fd5ae6b09641a4c3cb962eb36d877580bc362f601eaf252fac600fc3.53554e444145745f69555344745f54656464795f4c71 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "~ \NUL\138\b-\DC4\241)\t\132\159\207\183M\238x+\251orlG\238\US\245\172\156",ScriptDataBytes "SUNDAEt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "SUNDAEt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\253Z\230\176\150A\164\195\203\150.\179m\135u\128\188\&6/`\RS\175%/\172`\SI\195",ScriptDataBytes "SUNDAEt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
